IMO Number,CO₂ emissions per distance [kg CO₂ / n mile],CO₂eq emissions per distance [kg CO₂eq / n mile]
9742807,738.7,801.92
9742819,615.62,663.34
9742895,443.77,450.74
9742900,471.09,478.49
9742912,433.41,440.21
9742998,242.11,245.91
9743045,222.27,225.72
9743174,423.24,429.89
9743186,423.4,430.04
9743203,360.56,366.23
9743215,267.25,271.42
9743227,216.06,219.46
9743241,138.04,140.19
9743253,126.19,128.15
9743473,280.63,285.04
9743497,281.38,285.81
9743502,300.03,304.7
9743588,335.18,340.44
9743590,296.65,301.32
9743710,564.73,573.62
9743746,170.31,172.98
9743758,164.47,167.04
9743760,160.82,163.34
9743837,258.99,263.05
9743980,295.71,300.35
9744063,311.14,316.03
9744104,319.21,324.21
9744752,169.54,172.2
9744764,213.71,217.05
9744776,257.41,261.46
9744843,257.58,261.61
9744893,222.13,225.62
9744908,244.68,248.52
9744910,219.19,222.62
9744958,234.4,238.24
9744960,260.92,265.18
9744984,303.15,307.9
9744996,284.91,289.38
9745225,389.62,395.73
9745237,406.33,412.71
9745251,441.76,448.71
9745263,412.63,419.11
9745366,1488.61,1511.89
9745378,1632.57,1658.18
9745512,109.98,111.71
9745536,222.16,225.65
9745550,383.59,389.63
9745653,958.35,973.44
9745665,864.97,878.59
9745902,385.72,391.76
9745926,408.33,414.73
9745938,402.88,409.21
9746102,Division by zero!,Division by zero!
9746164,190.52,193.49
9746188,221.69,225.17
9746190,215.9,219.27
9746255,371.52,377.31
9746279,302.9,307.63
9746619,444.23,451.21
9746621,376.33,382.24
9746683,231.22,234.81
9746695,271.6,275.83
9746712,287.94,292.45
9746774,161.67,164.2
9747041,198.85,201.97
9747053,192.2,195.2
9747120,288.55,293.05
9747132,221.04,224.5
9747144,232.53,236.19
9747235,215.7,219.08
9747247,234.17,237.85
9747297,296.16,300.83
9747302,316.32,321.25
9747314,263.51,267.66
9747338,273.51,277.81
9747352,265.26,269.42
9747508,286.9,291.41
9747510,308.95,313.81
9747522,284.09,288.57
9747534,Division by zero!,Division by zero!
9747546,Division by zero!,Division by zero!
9747558,259.58,263.67
9747651,181.7,184.55
9747687,187.01,189.95
9747950,502.2,510.06
9747962,447.4,454.34
9747974,145.53,159.75
9747986,149.84,162.27
9748033,287.95,292.45
9748045,278.45,282.81
9748124,226.4,229.95
9748215,227.3,230.86
9748227,340.16,345.6
9748239,300.19,304.86
9748265,200.75,203.88
9748277,157.19,159.64
9748289,354.31,359.86
9748291,378.83,384.77
9748368,243.46,247.27
9748370,263.79,267.94
9748409,225.42,228.93
9748423,203.67,206.87
9748497,235.83,239.48
9748679,393.72,399.89
9748681,429.33,436.07
9748710,146.78,149.07
9748722,195.9,198.94
9748784,280.72,285.13
9748801,171.54,174.21
9748837,247.54,251.39
9748849,267.05,271.19
9748899,505.43,607.38
9748904,505.81,610.26
9748916,Division by zero!,Division by zero!
9749295,Division by zero!,Division by zero!
9749300,305.99,310.79
9749324,228.77,232.34
9749336,220.11,223.56
9749348,264.31,268.43
9749350,226.43,229.96
9749362,251.09,254.97
9749374,216.47,219.85
9749398,216.94,220.33
9749403,184.71,187.61
9749441,240.66,244.44
9749489,437.81,444.66
9749491,447.98,455.02
9749506,433.64,440.44
9749518,436.7,443.54
9749544,426.45,433.14
9749556,409.83,416.26
9749568,385.79,391.85
9749570,378.72,384.68
9749582,390.51,396.64
9749594,380.41,386.35
9749685,172.32,175.01
9749697,191.89,194.87
9749790,225.94,229.5
9749805,203.36,206.56
9749829,303.88,308.66
9749855,Division by zero!,Division by zero!
9749908,297.29,301.96
9749946,197.51,200.59
9749972,189.25,192.22
9749984,191.82,194.83
9750024,262.94,341.93
9750050,459.34,466.54
9750062,460.35,467.58
9750220,511.24,674.16
9750232,533.54,706.64
9750256,523.82,689.6
9750402,460.3,467.55
9750440,227.97,231.55
9750464,174,176.74
9750579,187.13,190.02
9750658,870.42,1157.04
9750660,913.45,1199.32
9750672,883.36,1150.99
9750696,851.79,1127.33
9750701,952.17,1267.75
9750713,946.1,1239.29
9750725,901.59,1178.75
9750737,944.7,1229.87
9750749,889.33,1152.83
9750816,397.6,403.85
9750921,371.1,376.95
9751016,459.89,467.09
9751107,365.75,371.51
9751119,430.02,436.73
9751248,270.47,274.72
9751286,Division by zero!,Division by zero!
9751298,204.26,207.48
9751303,218.3,221.71
9751315,206.09,209.33
9751327,284.75,289.23
9751339,322.67,327.73
9751341,292.41,297
9751365,227.92,231.49
9751377,Division by zero!,Division by zero!
9751406,250.93,256.18
9751511,1313.9,1334.46
9751573,Division by zero!,Division by zero!
9752010,299.2,303.9
9752022,281.23,285.63
9752034,301.37,306.1
9752046,310.23,315.09
9752151,Division by zero!,Division by zero!
9752383,252.41,256.37
9752424,416.1,422.64
9752498,148.41,150.73
9752656,Division by zero!,Division by zero!
9752797,485.53,493.02
9753026,484.29,489.63
9753193,831.17,844.26
9753208,841.96,855.21
9753260,208.14,211.4
9753272,219.95,223.4
9753284,214.83,218.19
9753296,205,208.22
9753363,448.16,455.2
9753387,210.37,213.66
9753545,Division by zero!,Division by zero!
9753557,388.06,394.16
9753698,277.03,281.38
9753703,310.85,315.7
9753791,297.87,302.55
9754082,216.13,219.52
9754094,204.84,208.03
9754161,243.75,247.58
9754410,158.38,160.81
9754422,157.52,159.93
9754434,164.32,166.84
9754446,154.81,157.18
9754824,340.53,345.87
9754903,223.44,226.92
9754915,245.21,249.02
9754927,189.6,192.55
9754953,1020.19,1036.28
9754965,1103.7,1121.11
9754991,248.39,252.29
9755191,1052.43,1069.02
9755646,256.33,260.27
9755658,257.1,261.13
9755696,206.87,210.09
9755725,278.34,282.71
9755737,182.1,184.96
9755842,175.71,178.43
9755866,256.41,260.42
9755921,186.25,189.18
9755933,1070.13,1086.99
9755945,1201.01,1219.94
9755957,1032.91,1049.18
9756092,296.3,300.92
9756107,336.09,341.34
9756250,191.65,194.64
9756274,Division by zero!,Division by zero!
9756626,249.42,253.32
9756729,951.45,966.43
9756731,792.65,805.13
9756901,320.66,325.7
9756925,302.42,307.18
9757008,217.18,220.59
9757010,203.39,206.59
9757175,Division by zero!,Division by zero!
9757187,654.9,665.18
9757204,662.44,672.77
9757785,265.94,270.12
9757826,234.39,238.05
9757838,484.21,491.83
9757840,862.58,876.17
9757852,776.68,788.92
9757888,875.4,889.19
9757890,237.66,241.4
9757931,244.54,248.38
9757967,250.63,254.57
9757979,201.8,204.99
9757981,345.76,351.12
9757993,315.4,320.34
9758026,174.1,176.83
9758038,202.26,205.44
9758064,611.82,666.13
9758076,463.92,511.6
9758090,202.48,205.66
9758129,229.03,232.62
9758143,243,246.81
9758301,189.47,192.42
9758375,253.89,257.88
9758387,268.76,273
9758399,285.53,290.01
9758404,Division by zero!,Division by zero!
9758416,Division by zero!,Division by zero!
9758466,256.92,260.95
9758492,232.85,236.5
9758557,567.62,576.43
9758571,Division by zero!,Division by zero!
9758583,301.9,306.64
9758648,Division by zero!,Division by zero!
9758650,Division by zero!,Division by zero!
9758662,Division by zero!,Division by zero!
9758674,Division by zero!,Division by zero!
9758741,255.47,259.49
9758789,158.81,161.31
9758844,595.88,791.5
9758868,245.82,249.69
9758882,Division by zero!,Division by zero!
9758961,112.92,114.65
9759240,498.91,660.29
9759604,608.31,617.87
9759680,250.25,254.16
9759745,404.51,410.87
9759757,392.4,398.57
9759769,380.89,386.87
9759771,377.18,383.1
9759795,423.72,430.36
9759800,424.75,431.39
9760043,254.46,258.43
9760055,285.53,289.98
9760067,264.83,269
9760081,295.05,299.69
9760158,273.88,278.19
9760160,286.86,291.35
9760213,315.51,320.47
9760354,237.67,241.37
9760421,608.35,617.88
9760445,666.31,676.66
9760457,953.52,968.26
9760495,420.02,426.6
9760500,474.94,482.39
9760548,253.7,257.68
9760550,204.37,207.55
9760615,376.92,382.77
9760768,492.34,497.64
9760770,542.47,638.85
9761164,310.84,315.66
9761176,229.01,232.56
9761231,Division by zero!,Division by zero!
9761243,553.51,730.4
9761267,650.75,859.05
9761334,244.34,248.19
9761346,425.02,431.67
9761358,419.11,425.69
9761360,393.85,400.03
9761372,451.66,458.73
9761451,224.57,228.06
9761475,582.65,591.8
9761516,412.34,418.79
9761528,541.87,550.31
9761889,262.86,266.97
9761944,323.7,328.77
9761956,319.32,324.34
9762261,729.52,790.08
9762326,959.36,974.48
9762338,1192.35,1211.15
9762340,1002.59,1018.39
9762364,288.29,292.83
9762481,182.83,185.67
9762493,210.82,214.12
9762534,270.56,274.83
9762546,328.68,333.84
9762596,312.84,317.77
9762601,245.79,249.66
9762857,271.29,275.53
9762871,427.81,434.55
9762883,1985.18,2016.41
9762895,192.73,195.77
9762900,201.62,204.78
9762912,202.03,205.18
9762998,685.64,696.38
9763045,228.91,232.5
9763332,270.72,274.97
9763655,584.31,696.97
9763693,229.16,232.75
9763708,206.54,209.78
9763710,265.37,269.53
9763722,276.76,281.09
9763813,394.72,400.88
9763875,Division by zero!,Division by zero!
9763887,Division by zero!,Division by zero!
9763980,271.77,276.05
9763992,Division by zero!,Division by zero!
9764013,239.8,243.54
9764025,Division by zero!,Division by zero!
9764037,Division by zero!,Division by zero!
9764051,260.95,265.04
9764087,281.28,285.7
9764099,292.71,297.31
9764491,268.88,273.11
9764506,255.92,259.96
9764958,587.99,597.15
9765017,383.49,389.51
9765029,340.76,346.08
9765079,231.61,285.09
9765158,611.35,620.87
9765354,496.11,503.91
9765366,442.07,449.02
9765378,532.85,541.23
9765562,351.38,356.9
9765603,222.02,225.49
9765706,277.71,282.07
9765718,Division by zero!,Division by zero!
9765847,425.03,431.72
9765859,294.52,299.15
9766140,170.27,172.92
9766164,220.39,223.81
9766176,205.95,209.15
9766188,216.53,219.88
9766190,287.93,292.44
9766205,282.84,287.24
9766217,314.78,319.74
9766310,401.73,408.05
9766322,369.62,375.42
9766358,216.86,220.26
9766554,632.54,640.44
9766566,570.33,577.37
9766578,660.13,668.81
9766645,261.29,265.36
9766657,225.65,229.19
9766841,458.77,465.92
9766906,255.98,260.01
9766918,254.43,258.41
9766920,282.33,286.76
9766932,302.35,307.12
9767041,226.73,230.26
9767106,852.48,865.81
9767235,226.71,230.23
9767326,248.1,251.96
9767340,570.95,579.87
9767376,1085.54,1102.64
9767388,998.91,1014.63
9767431,184.72,187.61
9767443,207.19,210.42
9767481,239,242.7
9767510,378.28,384.2
9767522,473.09,480.53
9767534,263.47,267.61
9767546,172.46,175.17
9767558,249.3,253.22
9767560,232.17,235.82
9767704,202.34,205.48
9767716,214.59,217.93
9767728,196.5,199.55
9767778,243.93,247.76
9767950,466.14,471.3
9767998,669.93,680.46
9768007,715.3,726.55
9768019,239.92,243.69
9768033,211.54,214.86
9768239,303.95,308.71
9768368,874.79,1147.4
9768370,879.46,1151.45
9768382,841.86,1104.53
9768394,812.85,1069.2
9768514,171.5,174.16
9768526,812.3,1073.39
9768538,248.36,252.27
9768540,230.64,234.25
9768552,316.98,321.95
9768564,221.19,224.66
9768605,279.01,283.39
9768746,304.13,308.84
9769128,137.22,178.4
9769219,35.59,36.13
9769271,828.19,841.21
9769283,768.09,780.16
9769295,870.43,884.12
9769300,814.84,827.65
9769817,393.39,399.55
9769829,402.47,408.78
9770440,620.35,824.59
9770505,709.99,721.15
9770531,282.51,286.91
9770555,329.79,334.99
9770567,364.86,370.56
9770608,Division by zero!,Division by zero!
9770634,278.12,282.5
9770684,330.44,335.58
9770701,189.93,192.83
9770713,177.64,180.36
9770737,759.26,771.22
9770749,789.35,801.79
9770751,799.29,811.89
9770921,611.79,674.49
9770933,521.82,577.3
9770945,489.53,542.22
9771030,275.51,279.81
9771080,534.1,584.83
9771298,280.07,284.48
9771420,35.25,35.79
9771432,125.41,127.33
9771482,239.06,242.8
9771511,236.2,240.09
9771523,262.74,267.11
9771755,617.05,626.73
9771913,521.43,625.23
9772010,397.97,404.21
9772022,434.52,441.32
9772034,459.33,466.53
9772046,371.03,376.86
9772058,348.82,354.29
9772125,470.99,478.37
9772321,Division by zero!,Division by zero!
9772333,441.67,448.61
9772345,424.05,430.71
9772357,570.61,579.52
9772826,319.01,324.02
9772864,293.21,297.8
9773040,320.05,325.02
9773052,348.34,353.8
9773064,459.99,590.61
9773143,255.77,259.78
9773179,224.71,228.2
9773210,728.82,740.27
9773222,859.2,872.7
9773478,395.07,401.28
9773753,383.96,389.99
9773765,423.61,430.23
9773832,198.55,201.66
9773844,202.92,206.08
9773923,463.04,470.23
9773935,484.68,492.12
9773947,479.09,486.58
9774185,487.7,495.36
9774197,311.02,315.86
9774264,316.83,321.78
9774276,287.48,291.96
9774290,261.2,265.3
9774343,348.09,353.55
9774355,Division by zero!,Division by zero!
9774367,428.36,435.09
9774446,245.71,249.57
9774458,230.95,234.55
9774575,221.45,224.93
9774587,262.69,266.82
9774599,245.7,249.55
9774850,Division by zero!,Division by zero!
9774862,256.38,260.39
9774898,147.01,149.3
9775141,294.6,299.23
9775165,187.71,190.66
9775373,223.67,227.14
9775385,229.11,232.72
9775737,328.16,333.66
9775749,337.2,342.57
9775751,343.07,348.71
9775763,305.37,310.47
9775775,327.22,332.43
9776133,196.35,199.36
9776250,250.25,254.18
9776286,254.81,258.72
9776418,1001.77,1017.55
9776420,1004.48,1020.3
9776432,994.68,1010.35
9776444,193.69,196.7
9776456,178.64,181.45
9776470,253.01,256.93
9776547,558.95,567.72
9776559,609.73,619.33
9776731,522.07,530.28
9776743,478.67,486.19
9776755,575.11,584.1
9776767,417.6,424.14
9776860,225.07,228.61
9777204,941.11,955.94
9777216,926.77,941.37
9777369,235.26,238.95
9777541,194.43,197.49
9777589,793.11,805.55
9777606,834.99,848.1
9777618,794.64,807.12
9777620,837.35,850.51
9777632,818.64,831.49
9777711,207.58,210.84
9777723,213.52,216.87
9777890,340.6,345.96
9777931,613.86,623.42
9777943,379.41,385.37
9778090,908.96,923.29
9778105,931.71,946.37
9778117,906.59,920.86
9778129,715.28,726.53
9778296,310.7,315.6
9778301,312.55,317.45
9778430,532.09,540.47
9778533,316.19,321.45
9778545,359.55,365.22
9778791,1007.38,1023.29
9778806,1044.4,1060.87
9778818,913.18,927.59
9778820,982.76,998.25
9778832,912.06,926.45
9778844,976.56,991.97
9779020,229.17,232.76
9779032,162.94,165.49
9779226,462.82,605.42
9779379,454.29,461.42
9779381,491.63,499.28
9779537,400.58,406.86
9779745,146.42,148.72
9779757,162.57,165.1
9779795,454.76,461.85
9779927,128.11,130.11
9779953,393.38,399.52
9779965,463.06,470.19
9779977,400.19,406.48
9779989,369.93,375.74
9780134,225,228.51
9780251,389.3,395.42
9780445,967.76,983.04
9780457,920.46,934.98
9780469,987.78,1003.36
9780471,976.28,991.68
9780483,974.88,990.27
9780536,223.74,227.26
9780548,208.25,211.53
9780627,323.22,328.3
9780639,336.09,341.34
9780641,321.04,326.06
9780653,276.4,280.73
9780665,315.26,320.12
9780847,782.97,795.3
9780873,854.62,868.08
9780952,212.96,216.29
9780964,157.37,159.85
9780976,270.5,274.76
9780988,248.99,252.88
9780990,249.6,253.53
9781009,228.34,231.92
9781011,266.67,270.86
9781035,256.14,260.16
9781281,254.43,258.42
9781865,1033.74,1322.83
9781877,1076.67,1413.05
9781889,928.86,1161.72
9781891,957.65,1216.51
9781920,485.96,528.31
9781994,244.97,248.8
9782003,247.74,251.62
9782089,479.15,486.69
9782091,342.55,347.88
9782118,278.6,282.98
9782156,253.93,257.91
9782170,282.2,286.59
9782209,Division by zero!,Division by zero!
9782247,286.13,290.57
9782259,259.23,263.29
9782326,240.6,244.39
9782651,184.89,187.79
9782675,335.77,341.05
9782687,346.28,351.71
9782699,347.98,353.45
9782704,372.59,378.43
9782716,359.54,365.19
9782974,207.26,210.49
9782986,212.52,215.81
9783007,400.5,406.7
9783071,613.41,728.17
9783124,166.9,216.95
9783148,256.46,260.47
9783150,255.06,259.04
9783356,606.56,616.02
9783423,386.71,392.77
9783459,977.45,992.85
9783461,935.74,950.48
9783473,935.2,949.94
9783497,994.6,1010.26
9783502,925.68,940.27
9783514,981.27,996.73
9783526,928.9,943.54
9783538,994.47,1010.13
9783564,846.79,860.12
9783576,854.41,867.87
9783631,338.24,343.54
9783655,197.39,200.48
9783693,591.97,601.23
9783734,603.72,613.22
9783928,435.25,442.03
9783954,Division by zero!,Division by zero!
9783966,Division by zero!,Division by zero!
9783978,275.65,279.94
9783980,264.68,268.85
9783992,431.07,437.82
9784013,428.9,435.63
9784025,427.24,433.94
9784037,331.72,336.93
9784049,358.31,363.94
9784051,348.13,353.6
9784257,794.25,806.77
9784269,834.31,847.57
9784271,882.74,896.96
9784283,765.09,777.15
9784295,795.25,807.79
9784300,868.39,882.08
9784312,967.26,982.5
9784324,929.52,944.17
9784336,787.31,799.72
9784386,521.74,529.95
9784611,472.19,479.41
9785225,443.26,450.21
9785237,380.27,386.24
9785378,232,235.63
9785380,207.96,211.22
9785392,219,222.43
9785407,217.67,221.08
9785445,837.04,850.23
9785457,913.42,927.81
9785469,874.09,887.87
9785471,939.91,954.71
9785483,903.69,917.91
9785603,320,325.03
9785615,328.58,333.75
9785689,263.09,267.22
9785691,268.78,273
9785706,277.86,282.23
9785720,364.6,370.27
9785732,373.01,378.82
9785823,428.62,435.3
9785835,430.16,436.86
9786011,262.41,266.54
9786061,246.59,250.45
9786073,227.48,231.05
9786140,227.92,231.47
9786164,213.53,216.89
9786176,343.7,349.08
9786188,225.22,228.75
9786190,246.26,250.11
9786217,255.43,259.41
9786633,206.06,209.3
9786815,1010.16,1026.07
9786827,1034.47,1050.77
9786839,1072.18,1089.06
9786841,1042.92,1059.34
9786970,378.09,383.99
9786994,324.43,329.52
9787168,411.15,417.59
9787170,389.9,396.02
9787182,420.01,426.56
9787194,445.56,452.51
9787352,245.65,249.51
9787912,414.63,421.11
9787924,367.59,373.37
9787936,357.01,362.61
9787948,350.24,355.75
9787974,239.53,243.27
9787986,416.6,423.15
9788095,93.4,94.85
9788332,503.89,511.81
9788394,308.57,313.41
9788485,238.75,242.49
9788497,286.07,290.52
9788564,291.3,295.84
9788588,219.33,222.79
9788708,416.48,423
9788772,475.29,482.76
9788875,715.72,726.96
9788887,784.58,796.9
9788899,640.81,650.87
9788904,649.51,659.7
9788954,164.81,167.38
9788966,Division by zero!,Division by zero!
9788978,Division by zero!,Division by zero!
9788980,207.75,211
9789037,220.16,223.6
9789233,491.41,499.09
9789245,475.14,482.56
9789257,255.99,260
9789269,317.94,322.93
9789283,588.5,597.71
9789312,300.65,305.32
9789532,193.34,196.3
9789623,900.66,914.83
9789635,952.81,967.82
9789647,897.52,911.63
9789685,225.12,228.64
9789697,225.24,228.77
9789726,240.1,243.85
9789893,203.88,207.06
9789910,217.92,221.31
9790232,318.03,323.04
9790361,213.52,216.85
9790373,247.3,251.14
9790464,210.69,214.01
9790608,206.69,209.94
9790610,237.22,240.94
9790658,249.33,253.2
9790672,216.43,219.83
9790816,331.61,336.76
9790854,225.12,228.64
9790866,234.42,238.09
9790919,Division by zero!,Division by zero!
9790933,Division by zero!,Division by zero!
9790971,418.57,425.14
9790983,466.86,474.18
9790995,344.14,349.55
9791054,192.6,195.61
9791145,381.06,387.03
9791169,259.76,263.8
9791183,197.78,200.88
9791195,186.2,189.12
9791200,510.05,673.96
9791224,404.58,410.93
9791236,606.18,615.69
9791274,147.49,149.82
9791286,154.99,157.43
9791298,607.74,617.2
9791315,358.54,364.12
9791860,333.18,338.4
9791872,346.97,352.36
9791884,219.32,222.74
9791896,186.38,189.31
9791925,186.56,189.47
9791951,198.16,201.28
9791963,262.26,266.38
9792008,280.11,284.48
9792010,247.84,251.72
9792022,207.62,210.86
9792046,410.15,416.45
9792187,Division by zero!,Division by zero!
9792199,291.43,296.01
9792228,550.9,559.55
9792462,259.21,263.28
9792474,398.45,404.7
9792486,421.46,428.08
9792515,245.48,249.33
9792541,448.11,455.14
9792606,533.53,582.35
9792711,177.94,180.72
9792747,365.93,371.68
9792840,Division by zero!,Division by zero!
9792852,432.17,438.88
9792864,417.82,424.38
9792888,198.02,201.12
9792917,233.14,236.76
9793064,393.53,399.55
9793258,361.12,366.77
9793387,227.74,231.29
9793545,248.87,252.68
9793753,329.35,334.51
9793947,791.2,803.67
9793997,350.72,356.23
9794135,Division by zero!,Division by zero!
9794159,270.74,274.98
9794422,245.36,249.19
9794446,259.82,263.89
9794472,258.65,262.66
9794721,264.49,268.61
9794771,149.79,152.15
9794836,305.72,310.53
9794848,312.82,317.72
9794850,375.46,381.35
9795048,369.71,375.48
9795050,383.2,389.15
9795062,376.27,381.66
9795074,406.77,412.63
9795103,385.87,391.93
9795115,400.52,406.81
9795127,347.31,352.75
9795139,473.5,480.92
9795244,112,113.72
9795610,889.79,903.8
9795622,937.85,952.6
9795634,983.03,998.51
9795646,937.83,952.6
9795658,925.97,940.56
9795737,1330.59,1351.55
9795919,363.7,369.4
9795969,145.43,147.7
9795971,166.6,169.2
9795983,191.74,194.73
9795995,138.05,140.21
9796195,274.81,279.13
9796262,686.86,697.66
9796365,345.15,350.57
9796377,354.06,359.62
9796494,364.8,370.55
9796535,192.83,195.86
9796547,169.9,172.58
9796561,Division by zero!,Division by zero!
9796573,220.19,223.66
9796585,293.15,297.67
9796705,212.91,216.23
9796731,379.65,385.53
9796743,380.91,386.86
9796793,525.47,692.73
9796810,181.68,184.54
9796822,205.71,208.94
9796834,222.2,225.67
9796872,620.13,629.88
9796951,142.83,145.08
9796975,391.44,397.58
9797008,295.54,300.2
9797230,437.76,444.65
9797371,322.77,327.71
9797383,269.61,273.83
9797395,282.33,286.74
9797400,251.04,254.98
9797620,195.24,199.64
9797632,184.88,189.25
9797656,141.74,143.96
9797723,200.95,204.1
9797735,233.43,237.08
9797747,245.28,249.13
9797802,241.44,245.14
9797814,220.21,223.58
9797917,182.19,185.03
9797981,405.6,411.98
9797993,334.25,339.51
9798002,528.38,536.6
9798076,227.38,230.92
9798088,263.21,267.28
9798167,200.79,203.93
9798179,201.84,204.99
9798337,211.07,214.35
9798351,228.56,232.14
9798363,236.85,240.55
9798375,217.7,221.08
9798399,389.59,395.72
9798416,360.3,365.96
9798428,182.82,185.68
9798636,Division by zero!,Division by zero!
9798648,219.96,223.41
9798844,270.42,274.62
9798856,245.08,248.93
9798935,244.68,248.51
9798947,Division by zero!,Division by zero!
9798959,282.17,286.55
9798973,296.41,301.05
9799032,161.69,164.16
9799109,129.12,131.14
9799185,570.66,579.62
9799197,571.31,580.29
9799214,697.96,708.89
9799446,171.16,173.82
9799616,232.03,235.68
9799628,226.29,229.84
9799630,233.02,236.64
9799642,213.37,216.72
9799654,202.29,205.45
9799678,285.04,289.49
9799707,Division by zero!,Division by zero!
9799771,242.94,246.74
9799783,392.86,398.96
9799977,309.43,314.28
9800001,307.89,312.73
9800013,272.07,276.34
9800025,200.62,203.77
9800049,164.61,167.18
9800051,168.12,170.74
9800166,152.79,155.16
9800178,125.2,127.16
9800192,249.35,253.25
9800245,Division by zero!,Division by zero!
9800257,467.75,475.06
9800269,507.07,515.02
9800271,516.47,524.61
9800300,355.21,360.78
9800312,341.98,347.34
9800324,541.8,550.23
9800398,271.86,276.15
9800427,223.69,227.2
9800441,246.17,250.03
9800506,365.86,371.59
9800568,377.91,383.83
9800623,171.81,174.51
9800790,266.86,271.01
9800805,250.89,254.79
9800817,292.63,297.17
9800867,109.8,111.51
9801079,340.23,345.5
9801081,282.64,287.06
9801093,263.29,267.4
9801158,211.82,215.12
9801160,219.52,222.98
9801196,272.7,276.97
9801263,193.56,196.59
9801316,237.64,241.34
9801524,378.91,384.8
9801562,277.62,281.93
9801574,292.32,296.86
9801691,1163.35,1181.46
9801732,217.48,220.9
9801976,380.87,386.82
9801988,436.73,443.54
9802164,421.35,427.93
9802176,438.27,445.14
9802205,256.96,261.01
9802217,254.47,258.48
9802243,295.85,300.48
9802267,277.08,281.44
9802310,215.75,219.14
9802396,1171.6,1189.97
9802487,344.91,350.3
9802499,373.01,378.84
9802504,341.39,346.73
9802580,179.9,182.73
9802683,555.25,563.98
9802695,120.9,122.77
9802970,419.36,425.85
9802982,340.46,345.78
9803235,171.94,174.62
9803273,418.01,424.49
9803285,470.77,478.07
9803352,271.04,275.29
9803417,184.84,187.75
9803613,1387.38,1409.18
9803625,1353.96,1375.28
9803649,245.93,249.73
9803651,248.02,251.85
9803675,285.87,290.36
9803687,269.16,273.38
9803699,271.33,275.59
9803704,280.69,285.1
9804033,494.92,502.63
9804136,506.53,514.52
9804148,404.88,411.26
9804435,240.59,258.38
9804459,666.53,676.93
9804461,454.64,461.8
9804552,268.97,273.2
9804801,1199.71,1218.59
9804813,189.05,192
9804825,279.21,283.58
9804849,259.63,263.69
9804851,204,207.18
9804863,262.01,266.11
9804875,190.99,193.97
9804887,266.04,270.2
9804899,190.53,193.5
9804904,209.58,212.81
9804928,200.83,204
9804930,263.37,267.48
9804954,191.02,194
9805245,173.45,176.15
9805257,192.14,195.12
9805271,177.75,180.5
9805295,174.84,177.57
9805336,1083.49,1100.56
9805348,1082.2,1099.23
9805453,605.05,614.53
9805465,634.18,644.11
9805477,711.12,722.32
9805568,193.64,196.61
9805659,216.04,219.44
9805661,268.73,272.94
9805673,241.72,245.52
9805685,226.08,229.64
9805702,264.68,268.81
9805764,215.19,218.54
9805776,226.72,230.26
9806342,190.61,193.6
9806615,390.5,396.62
9806665,151.86,154.24
9806706,149.87,152.22
9806732,135.76,137.89
9806770,308.13,312.98
9807085,729.26,740.45
9807126,1212,1230.92
9807293,534.12,542.52
9808156,462.94,470.19
9808168,397.03,403.26
9808182,Division by zero!,Division by zero!
9808194,388.71,394.73
9808223,622.7,632.47
9808259,175.48,178.17
9808261,178.94,181.68
9808314,246.84,250.72
9808326,274.46,278.76
9808340,226.23,229.78
9808352,204.05,207.26
9808651,287.18,291.64
9808663,220.44,223.88
9808675,222.37,225.86
9808845,213.5,216.85
9809095,297.21,301.89
9809100,379.15,385.11
9809112,384.55,390.59
9809203,103.73,105.37
9809356,511.02,518.88
9809368,422.93,429.5
9809394,211.11,214.43
9809552,389.32,395.45
9809590,377.82,383.78
9809679,795.35,807.88
9809784,187.44,190.35
9809825,504.08,511.98
9809837,522.97,531.18
9809849,512.21,520.25
9809851,497.78,505.6
9810214,337.65,342.95
9810226,266.62,270.79
9810329,135.59,137.73
9810331,147.15,149.44
9810343,Division by zero!,Division by zero!
9810355,160.87,163.37
9810367,545.58,551.61
9810549,380.27,464.4
9810551,396.45,482.28
9810666,227.43,230.99
9810757,185.86,188.74
9810915,316.18,321.11
9810991,1027.94,1044.14
9811000,1094.03,1111.27
9811012,1036.28,1052.6
9811036,366.97,372.71
9811048,233.85,237.49
9811127,127.68,129.68
9811517,184.08,186.97
9811543,222.21,225.71
9811907,216.79,220.2
9811919,212.98,216.32
9811945,289.15,293.69
9811957,221.77,225.26
9811983,143.39,145.63
9812004,129.99,132.01
9812016,140.9,143.1
9812107,242.51,246.22
9812133,147.09,149.39
9812444,163.71,166.25
9812494,265.6,269.78
9812743,289.52,294.04
9812755,227.67,231.22
9812901,178.27,181.07
9813058,100.31,101.89
9813084,296.86,301.4
9813113,293.3,297.9
9813230,204.91,208.12
9813242,203.15,206.33
9813826,255.83,259.86
9813840,238.1,241.83
9813993,255.27,258.46
9814002,237.89,240.79
9814014,237.75,240.58
9814038,202.28,205.38
9814040,221.44,224.83
9814052,217.83,221.16
9814179,210.49,213.77
9814181,283.04,287.49
9814193,307.71,312.5
9814387,181.7,184.51
9814399,Division by zero!,Division by zero!
9814416,180.76,183.58
9814428,364.44,370.15
9814430,441.06,447.99
9814492,Division by zero!,Division by zero!
9815252,201.33,204.48
9815264,180.95,183.78
9815276,205.64,208.84
9815458,319.6,324.59
9815616,390.8,396.92
9815939,279.37,283.76
9815965,220.06,223.53
9816323,623.36,633.16
